,t1,t2,score
18001843,Ajami,Rjómi,0.4
18008492,Nostalghia,Bar Nostalgia,0.38461538461538464
18016294,Nostalghia,Nestali,0.4
18028259,Nostalghia,Necrostalgic,0.4166666666666667
18077419,Nostalghia,Nestala,0.4
18101524,Nostalghia,Costa Chica,0.36363636363636365
18116542,Nostalghia,Eastalgia,0.3
18156102,Nostalghia,Cape Nostalgia,0.42857142857142855
18197002,Nostalghia,Neuralgia,0.4
18201524,Nostalghia,La nostalgia,0.4166666666666667
18218719,Nostalghia,Nosztalgia,0.2
18252257,Nostalghia,Nostalgia,0.1
18253687,The Mermaid (Mei ren yu),The Mermaid Kingdom,0.4166666666666667
18456158,The Mermaid (Mei ren yu),The Mermaid Princess,0.4166666666666667
18610586,Sparkle (2012),Sparkle Island,0.42857142857142855
19047213,The Disappearance of Alice Creed,The Disappearance of Eleanor Rigby: Him,0.41025641025641024
19075221,The Disappearance of Alice Creed,Gone: The Disappearance of Aeryn Gillern,0.4
19111780,The Disappearance of Alice Creed,The Disappearance of Lenka Wood,0.28125
19131985,The Disappearance of Alice Creed,The Disappearance of Haruhi Suzumiya,0.3888888888888889
19143261,The Disappearance of Alice Creed,The Disappearance of Goya,0.34375
19150425,The Disappearance of Alice Creed,The Disappearance Missing Wife,0.34375
19156126,The Disappearance of Alice Creed,The Disappearance of My Mother,0.3125
19169789,The Disappearance of Alice Creed,The Disappearance of McKinley Nolan,0.3142857142857143
19173286,The Disappearance of Alice Creed,The Disappearance of Eleanor Rigby: Them,0.4
19183563,The Disappearance of Alice Creed,The Disappearance of Eleanor Rigby: Her,0.38461538461538464
19249880,The Disappearance of Alice Creed,The Disappearance of Sandra Cantu,0.30303030303030304
19519593,Sex and Zen 3D: Extreme Ecstasy,3D Sex and Zen: Extreme Ecstasy,0.1935483870967742
19537074,Sex and Zen 3D: Extreme Ecstasy,Sex and Zen Extreme Ecstasy,0.12903225806451613
19557310,Sex and Zen 3D: Extreme Ecstasy,Sex and Zen: Extreme Ecstasy,0.0967741935483871
19695099,Sex and Zen 3D: Extreme Ecstasy,3-D Sex and Zen: Extreme Ecstasy,0.21875
19748477,Sex and Zen 3D: Extreme Ecstasy,Sex and Zen - Extrema Êxtase,0.25806451612903225
19759897,The Double Hour,The 11th Hour,0.4
19770191,The Double Hour,The Devil's Hour,0.3125
19781952,The Double Hour,The Double Switch,0.35294117647058826
19783554,The Double Hour,The Griddle House,0.4117647058823529
19798815,The Double Hour,The Drug Tours,0.4
19799816,The Double Hour,The Strawbale House,0.42105263157894735
19817634,The Double Hour,The Cobbler,0.4
19819331,The Double Hour,The Last Hour,0.4
19822629,The Double Hour,The Small Hours,0.4
19823994,The Double Hour,The 13th Hour,0.4
19836849,The Double Hour,The Death Hours,0.4
19846232,The Double Hour,The Zero Hour,0.4
19851151,The Double Hour,The Doubleganger,0.3125
19858020,The Double Hour,The Double Life,0.26666666666666666
19863499,The Double Hour,The Magic Hour,0.4
19873078,The Double Hour,The Space Tour,0.4
19875566,The Double Hour,The Doodle Man,0.4
19877702,The Double Hour,The Forbidden Four,0.3888888888888889
19884041,The Double Hour,The Wolf House,0.4
19896928,The Double Hour,The Haunted House,0.4117647058823529
19902441,The Double Hour,The double,0.4
19915425,The Double Hour,The Blue Hour,0.26666666666666666
19917024,The Double Hour,The Double Lover,0.1875
19931039,The Double Hour,The Purple House,0.375
19938490,The Double Hour,The Golden Hour,0.3333333333333333
19942326,The Double Hour,The Collector,0.4
19943975,The Double Hour,The Detour,0.4
19944348,The Double Hour,The Little House,0.375
19947952,The Double Hour,The Double Steps,0.3125
19953911,The Double Hour,The Quiet Hour,0.3333333333333333
19959230,The Double Hour,The Devils Door,0.4
19959900,The Double Hour,The Little Hours,0.3125
19961552,The Double Hour,The Journey Home,0.375
19964420,The Double Hour,The Fragile House,0.4117647058823529
19968969,The Double Hour,The Zombie Hero,0.4
19979931,The Double Hour,The Full House,0.4
19983506,The Double Hour,The Wolf Hour,0.26666666666666666
19983927,The Double Hour,The Troubadour,0.4
19988798,The Double Hour,The Counsellor,0.4
20279287,This is Not a Film,This Is Not a Dream,0.2631578947368421
20292062,This is Not a Film,This Is Comedy- the Film,0.4166666666666667
20305036,This is Not a Film,This Is Not Happening,0.38095238095238093
20314976,This is Not a Film,This Is Not Funny,0.3888888888888889
20318927,This is Not a Film,This Is Not a Coup,0.2777777777777778
20352130,This is Not a Film,This Is Not a Movie,0.3157894736842105
20377950,This is Not a Film,This Is Not a Film,0.05555555555555555
20404733,This is Not a Film,This Is Not a Ball,0.2222222222222222
20432773,This is Not a Film,This Is How I Roll,0.3888888888888889
20437156,This is Not a Film,This Is Not Berlin,0.3888888888888889
20448091,This is Not a Film,This House is Not a Home,0.4166666666666667
20473116,This is Not a Film,This is Not a Club,0.2222222222222222
20478332,This is Not a Film,This is Joe Smith,0.3888888888888889
20511268,Teen Titans Go! To The Movies,Teen Titans Go! to the Movies,0.06896551724137931
20556922,Teen Titans Go! To The Movies,Teen Titans Go! Le film,0.3448275862068966
20571544,Teen Titans Go! To The Movies,Teen Titans Go! Il film,0.3793103448275862
20588007,Teen Titans Go! To The Movies,Teen Titans Go!: Movie Madness!,0.3225806451612903
20615669,Teen Titans Go! To The Movies,Teen Titans Go! O Filme,0.3793103448275862
20657907,Teen Titans Go! To The Movies,Teen Titans Go! La película,0.3793103448275862
20697793,Teen Titans Go! To The Movies,Teen Titans Go! To the Movies,0.034482758620689655
20718317,Teen Titans Go! To The Movies,Teen Titans Go! Filmen,0.41379310344827586
20795131,Salut D'Amour,Habit & Armour,0.42857142857142855
20819049,Salut D'Amour,Mal d'amour,0.38461538461538464
20836678,Salut D'Amour,Faute d'amour,0.38461538461538464
20845486,Salut D'Amour,Faire l'Amour,0.38461538461538464
20845658,Salut D'Amour,Salut d'Amour,0.07692307692307693
20870002,Salut D'Amour,Rancho D'amour,0.42857142857142855
20923242,Salut D'Amour,Saint Amour,0.3076923076923077
21015528,The Greatest (2010),The Greatest Ironman,0.35
21030112,The Greatest (2010),The Greatest Wish 3,0.3157894736842105
21069021,The Greatest (2010),The Greatest Wish,0.3157894736842105
21108084,The Greatest (2010),The Greatest Fight,0.3157894736842105
21170574,The Greatest (2010),The Greatest Gift,0.3157894736842105
21172880,The Greatest (2010),The Greatest Iron Man,0.38095238095238093
21174992,The Greatest (2010),The Greatest Gift 2.0,0.38095238095238093
21222264,The Greatest (2010),The Greatest Happiness,0.4090909090909091
21226723,The Greatest (2010),The Greater Good,0.42105263157894735
21499473,About Last Night (2014),About Last Night,0.30434782608695654
21537585,Billionaire Boy's Club,Billionaire Ransom,0.4090909090909091
21734364,Billionaire Boy's Club,Billionaire Boys Club,0.045454545454545456
21769363,Mademoiselle Chambon,Mademoiselle,0.4
21770264,Mademoiselle Chambon,Mademoiselle C,0.3
21775807,Mademoiselle Chambon,Mademoiselle Populaire,0.4090909090909091
21787026,Mademoiselle Chambon,Mademoiselle Détective,0.4090909090909091
21806312,Mademoiselle Chambon,Mademoiselle Marie,0.3
21827918,Mademoiselle Chambon,Mademoiselle Zhivago,0.3
21893102,Mademoiselle Chambon,Mademoiselle Mumu,0.3
21916265,Mademoiselle Chambon,Mademoiselle de la Charce,0.4
21999332,Mademoiselle Chambon,Mademoiselle Julie,0.35
22000056,Mademoiselle Chambon,Mademoiselle Paradis,0.35
22047994,Poltergeist (2015),Poltergeistas,0.3888888888888889
22050312,Poltergeist (2015),Poltergeist: Kötü Ruh,0.42857142857142855
22124130,Poltergeist (2015),Poltergeist,0.3888888888888889
22148555,Poltergeist (2015),Poltergeist Activity,0.4
22156488,Poltergeist (2015),Poltergeists,0.3888888888888889
22255234,Bullet Vanishes,The Vanisher,0.4
22312141,Bullet Vanishes,The Bullet Vanishes,0.21052631578947367
22338868,Bullet Vanishes,The Vanished,0.4
22363845,Bullet Vanishes,Bullet Catcher,0.3333333333333333
22387945,Bullet Vanishes,The Cat Vanishes,0.375
22397521,Bullet Vanishes,Bullet Vene,0.3333333333333333
22410997,Bullet Vanishes,Bullet Vein,0.4
22447836,Bullet Vanishes,Bullet Ballet,0.4
22482746,Bullet Vanishes,Bullet Basya,0.4
22485000,Bullet Vanishes,Belles familles,0.4
22755012,Burning Bush,Burning Rubber,0.35714285714285715
22761270,Burning Bush,Turning Home,0.4166666666666667
22762173,Burning Bush,Burning Fields,0.42857142857142855
22763577,Burning Bush,Burning Water,0.38461538461538464
22765531,Burning Bush,Burning Palms,0.38461538461538464
22774384,Burning Bush,Burning Love 2,0.42857142857142855
22776786,Burning Bush,Burning 2,0.3333333333333333
22792552,Burning Bush,Burning Blue,0.25
22817868,Burning Bush,"Burning, Burning",0.375
22818395,Burning Bush,Burning Bodhi,0.23076923076923078
22832732,Burning Bush,Morning Boy!,0.4166666666666667
22835677,Burning Bush,Burning Birds,0.3076923076923077
22845056,Burning Bush,Burning Heads,0.38461538461538464
22845666,Burning Bush,Burning Cross,0.3076923076923077
22847705,Burning Bush,Burning Shadow,0.42857142857142855
22848353,Burning Bush,Burning Man,0.3333333333333333
22859122,Burning Bush,Turning Back,0.3333333333333333
22860800,Burning Bush,Burning Hombre,0.42857142857142855
22863205,Burning Bush,Børning 2,0.4166666666666667
22872034,Burning Bush,Burning Flame,0.38461538461538464
22884651,Burning Bush,Burning Sands,0.38461538461538464
22885766,Burning Bush,Burning Ocean,0.38461538461538464
22896894,Burning Bush,Burning Inside,0.35714285714285715
22906167,Burning Bush,Burning Ice,0.3333333333333333
22919905,Burning Bush,Burning Greed,0.38461538461538464
22931622,Burning Bush,Making Mush,0.4166666666666667
22932131,Burning Bush,Morning Bell,0.4166666666666667
22934160,Burning Bush,"Darling, Hush",0.38461538461538464
22934752,Burning Bush,Burning Bridges,0.4
22937677,Burning Bush,Burning Hope,0.3333333333333333
22941119,Burning Bush,Burning Cane,0.3333333333333333
22959573,Burning Bush,Turning Tide,0.4166666666666667
22960651,Burning Bush,Burning Love,0.3333333333333333
22961565,Burning Bush,Bursting Out,0.4166666666666667
22977570,Burning Bush,Burning Dog,0.3333333333333333
22979575,Burning Bush,Burning Hearts,0.42857142857142855
22986317,Burning Bush,Running Big,0.4166666666666667
22994434,Burning Bush,Burning Men,0.3333333333333333
23000307,Burning Bush,Burning Flags,0.38461538461538464
23001585,Burning Bush,Börning 2,0.4166666666666667
23001722,Burning Bush,Burning Out,0.25
23002951,Burning Bush,Burning Bright,0.2857142857142857
23225396,Cold War (2018),Cold War II,0.4
23782518,Cinderella (2015),Cinderella Night,0.35294117647058826
23817601,Cinderella (2015),Cinderella Moon,0.35294117647058826
23850701,Cinderella (2015),Cinderella 3D,0.35294117647058826
23881205,Cinderella (2015),Cinderella the Cat,0.3888888888888889
23962520,Cinderella (2015),Cinderella Game,0.35294117647058826
23972095,Cinderella (2015),Cinderella,0.4117647058823529
24251251,The Secret in their Eyes (2015),Secret in Their Eyes,0.3870967741935484
25004488,The Hedgehog,The Red Cow,0.4166666666666667
25005001,The Hedgehog,The Merger,0.4166666666666667
25015872,The Hedgehog,The Edge,0.4166666666666667
25019627,The Hedgehog,Hedgehogs,0.4166666666666667
25023647,The Hedgehog,The Heretic,0.4166666666666667
25034978,The Hedgehog,The Red Shoes,0.38461538461538464
25045278,The Hedgehog,The Ridge,0.4166666666666667
25051516,The Hedgehog,The Hideout,0.4166666666666667
25058330,The Hedgehog,The Weight,0.4166666666666667
25060993,The Hedgehog,The Neighbor,0.4166666666666667
25070244,The Hedgehog,The Badge,0.4166666666666667
25084526,The Hedgehog,The Hero,0.4166666666666667
25088200,The Hedgehog,The Lodgers,0.4166666666666667
25096617,The Hedgehog,The Pigeon,0.4166666666666667
25098140,The Hedgehog,The Legend,0.4166666666666667
25113255,The Hedgehog,The Hedgehog Dilemma,0.4
25120964,The Hedgehog,The Wedding,0.4166666666666667
25124521,The Hedgehog,The Red Moon,0.4166666666666667
25124954,The Hedgehog,The Lengths,0.4166666666666667
25131357,The Hedgehog,The Healing,0.4166666666666667
25141924,The Hedgehog,The Hedonist,0.4166666666666667
25143953,The Hedgehog,Sonic the Hedgehog,0.3888888888888889
25149218,The Hedgehog,The Ridges,0.4166666666666667
25166587,The Hedgehog,The Red Room,0.4166666666666667
25168115,The Hedgehog,The Redeeming,0.38461538461538464
25170005,The Hedgehog,George the Hedgehog,0.42105263157894735
25174517,The Hedgehog,The Helpers,0.4166666666666667
25174851,The Hedgehog,The Hero Show,0.38461538461538464
25176852,The Hedgehog,The Helper,0.4166666666666667
25179507,The Hedgehog,The Regency,0.4166666666666667
25181308,The Hedgehog,The Region,0.4166666666666667
25187221,The Hedgehog,The Hidden,0.4166666666666667
25189021,The Hedgehog,The Sideshow,0.4166666666666667
25191900,The Hedgehog,The Healer,0.4166666666666667
25195670,The Hedgehog,The Dungeon,0.4166666666666667
25196156,The Hedgehog,The Redeemed,0.4166666666666667
25200709,The Hedgehog,The Underdog,0.4166666666666667
25201818,The Hedgehog,The Method,0.4166666666666667
25205868,The Hedgehog,The Hellion,0.4166666666666667
25210242,The Hedgehog,Hedgehog,0.3333333333333333
25219528,The Hedgehog,The Pledge,0.4166666666666667
25223112,The Hedgehog,Ludwig the Hedgehog,0.42105263157894735
25224067,The Hedgehog,The Lodge,0.4166666666666667
25227555,The Hedgehog,The Meteor,0.4166666666666667
25247681,The Hedgehog,Bobby the Hedgehog,0.3888888888888889
25250446,The Hedgehog,The Wedge,0.3333333333333333
25514167,The Lovers and the Despot,The Worm and the Poodle,0.4
25514586,The Lovers and the Despot,The Raven and the Seagull,0.4
25531428,The Lovers and the Despot,The Professor and the Madman,0.42857142857142855
25538033,The Lovers and the Despot,The Priest and the Poison,0.4
25551828,The Lovers and the Despot,The Rosary and the Gun,0.4
25560035,The Lovers and the Despot,The Women and the Waves 2,0.4
25562952,The Lovers and the Despot,The Power of the Heart,0.4
25571732,The Lovers and the Despot,The Home and the Cavity,0.4
25577759,The Lovers and the Despot,The Birds and the Bees,0.4
25585081,The Lovers and the Despot,The Wound and the Gift,0.4
25585202,The Lovers and the Despot,The Sound and the Shadow,0.4
25596953,The Lovers and the Despot,The Stars and the Storms,0.4
25597364,The Lovers and the Despot,The Sphere and the Labyrinth,0.42857142857142855
25600996,The Lovers and the Despot,Two Lovers and a Bear,0.4
25609180,The Lovers and the Despot,The Desert of the Desert,0.36
25612954,The Lovers and the Despot,The Monk and the Demon,0.32
25618596,The Lovers and the Despot,The Bear and the Bow,0.4
25619999,The Lovers and the Despot,The Rider and the Wolf,0.4
25622599,The Lovers and the Despot,The Lover and the Beloved,0.28
25627119,The Lovers and the Despot,The Crown and the Dragon,0.4
25629027,The Lovers and the Despot,The Wolf and the Goat,0.4
25632024,The Lovers and the Despot,The Poet and the Boy,0.36
25635256,The Lovers and the Despot,The Lie and the Taint,0.36
25652504,The Lovers and the Despot,The Father and the Bear,0.4
25669179,The Lovers and the Despot,The Princess and the Dragon,0.37037037037037035
25669547,The Lovers and the Despot,The Cold and the Quiet,0.4
25678777,The Lovers and the Despot,The Queen of the Desert,0.4
25693873,The Lovers and the Despot,The Princess and the Pilot,0.38461538461538464
25698763,The Lovers and the Despot,The Love in the Sun,0.4
25699954,The Lovers and the Despot,The Cleaner and the Deadman,0.4074074074074074
25709472,The Lovers and the Despot,The Mother and the Sea,0.36
25718469,The Lovers and the Despot,The Drummer and the Keeper,0.38461538461538464
25719791,The Lovers and the Despot,The Lovers & the Despot,0.12
25722397,The Lovers and the Despot,The Jade and the Pearl,0.4
25726064,The Lovers and the Despot,The Illness and the Odyssey,0.4074074074074074
25726195,The Lovers and the Despot,The Sword and the Rose,0.4
25736573,The Lovers and the Despot,The Tortoise and the Tapir,0.4230769230769231
25740843,The Lovers and the Despot,The Boxer and the Kid,0.36
25746668,The Lovers and the Despot,The Fever and the Fret,0.32
25746936,The Lovers and the Despot,The Lover of the Soil,0.4
25752985,The Lovers and the Despot,The Raven and the Gypsy,0.36
25774481,The Monster (2016),The Monsters,0.3888888888888889
25797047,The Monster (2016),The Monster Project,0.3684210526315789
25855188,The Monster (2016),The Monsters' Dinner,0.4
25883949,The Monster (2016),The Monster Pool,0.3333333333333333
25893561,The Monster (2016),The Monster Within,0.3333333333333333
25992707,The Monster (2016),The Monster Inside Me,0.42857142857142855
25994088,The Monster (2016),The Monster,0.3888888888888889
26210749,Self/Less,Selfless,0.2222222222222222
26218527,Self/Less,Self/less,0.1111111111111111
26293746,Rock The Kasbah,Rock the Kasbah,0.06666666666666667
26335124,Rock The Kasbah,Rock Ba-Casba,0.4
26386273,Rock The Kasbah,Rock the Casbah,0.13333333333333333
26417114,Rock The Kasbah,Rock the Boat,0.4
26418027,Rock The Kasbah,Wok the Kasbah,0.2
26603172,Phata Poster Nikla Hero,Phata Poster Nikhla Hero,0.041666666666666664
26916090,No Manches Frida,No manches Frida,0.0625
27239754,Chaar Sahibzaade: Rise of Band Singh Bahadur,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,0.06382978723404255
27479051,"Lou Andreas-Salomé, the Audacity to be Free","Lou Andreas-Salomé, The Audacity to be Free",0.023255813953488372
28071543,The Twilight Saga: Breaking Dawn Part 2,The Twilight Saga: Breaking Dawn - Part 2,0.04878048780487805
